# q intensity propagated_error
3.367767244659949921e-02 2.974550537009320456e-02 5.340727462143819715e-04
3.378889082592655135e-02 2.897405745630064408e-02 5.235717529668601055e-04
3.390010920525360349e-02 2.818339848045213827e-02 5.133107041681548872e-04
3.401132758458066951e-02 2.941726679216066787e-02 5.249141973675681668e-04
3.412254596390772166e-02 2.894350211696020830e-02 5.193277180337962495e-04
3.423376434323477380e-02 2.890646196969881218e-02 5.180802769648638851e-04
3.434498272256183982e-02 2.876309528501121149e-02 5.152663328837228749e-04
3.445620110188889196e-02 2.908774107733077402e-02 5.190434254398060623e-04
3.456741948121594410e-02 2.895418011573540687e-02 5.154094641862831455e-04
3.467863786054301012e-02 2.927780914693103517e-02 5.172453007941062554e-04
3.478985623987006226e-02 2.868979070276407584e-02 5.116376324377616734e-04
3.490107461919711440e-02 2.821428692050406348e-02 5.064411271601268819e-04
3.501229299852418042e-02 2.838197833075707666e-02 5.055524969792594362e-04
3.512351137785123256e-02 2.908792607014508078e-02 5.120724139964210470e-04
3.523472975717828470e-02 2.919846844947008788e-02 5.117705051346231908e-04
3.534594813650535072e-02 2.826836217587164538e-02 5.011670294396817658e-04
3.545716651583240286e-02 2.801055079138621909e-02 4.998454434304648282e-04
3.556838489515945501e-02 2.757433878419079942e-02 4.940737866539530619e-04
3.567960327448652103e-02 2.790884189147228855e-02 4.953398425961846874e-04
3.579082165381357317e-02 2.819790803114573599e-02 4.984080306586410880e-04
3.590204003314062531e-02 2.801122036901777107e-02 4.957322097174281326e-04
3.601325841246769133e-02 2.820239603440654122e-02 4.950022434328033493e-04
3.612447679179474347e-02 2.832847735667826106e-02 4.963515063170899442e-04
3.623569517112179561e-02 2.842725068835685182e-02 4.983168745014408298e-04
3.634691355044886163e-02 2.810747082644989361e-02 4.928635292461648653e-04
3.645813192977591377e-02 2.786700784626230942e-02 4.888131210813695914e-04
3.656935030910296591e-02 2.814551374083244101e-02 4.912762577054085710e-04
3.668056868843003193e-02 2.670725300715499212e-02 4.767790721527932177e-04
3.679178706775708407e-02 2.776090879843479478e-02 4.860859562888449645e-04
3.690300544708413621e-02 2.736722446829129712e-02 4.801744468822484240e-04
3.701422382641120223e-02 2.805064153887579931e-02 4.880859554226452688e-04
3.712544220573825438e-02 2.788950547900249238e-02 4.853167349725703936e-04
3.723666058506530652e-02 2.698422447396921567e-02 4.743397403717112583e-04
3.734787896439237254e-02 2.815329811315101655e-02 4.868738603603473903e-04
3.745909734371942468e-02 2.774415778096821564e-02 4.809786138845354516e-04
3.757031572304647682e-02 2.823504704947865304e-02 4.833363014539976237e-04
3.768153410237354284e-02 2.763758856759490623e-02 4.783071138356872142e-04
3.779275248170059498e-02 2.845089208927306657e-02 4.848901754519961129e-04
3.790397086102764712e-02 2.893860532387875981e-02 4.888039191960143366e-04
3.801518924035471314e-02 2.760429643342712097e-02 4.753477783508546222e-04
3.812640761968176528e-02 2.820885326332714382e-02 4.796557681938813373e-04
3.823762599900881742e-02 2.825370462522592760e-02 4.806910100508654093e-04
3.834884437833588344e-02 2.722133698131177365e-02 4.714147938552180764e-04
3.846006275766293558e-02 2.770707835901073043e-02 4.753057535964996870e-04
3.857128113698998773e-02 2.764762804894276005e-02 4.718341724942562605e-04
3.868249951631705374e-02 2.778339926517864669e-02 4.717901132456670020e-04
3.879371789564410589e-02 2.769770275377392982e-02 4.724952831434834537e-04
3.890493627497115803e-02 2.815494471135430998e-02 4.761794160050420149e-04
3.901615465429822405e-02 2.736311340488991814e-02 4.673873946997069350e-04
3.912737303362527619e-02 2.810870948428422639e-02 4.748523251585956323e-04
3.923859141295232833e-02 2.747883174238280324e-02 4.672516786089207547e-04
3.934980979227939435e-02 2.773116594618778644e-02 4.677435502398791700e-04
3.946102817160644649e-02 2.740339480100010411e-02 4.651707398490025308e-04
3.957224655093349863e-02 2.642647622237739857e-02 4.555876315234477130e-04
3.968346493026056465e-02 2.725970122545508245e-02 4.627499920714452141e-04
